gene	nectophore_developing	gastrozooid_mature	palpon_mature	gastrozooid_developing	palpon_developing	gonodendron_female_mature	pneumatophore_mature	gonodendron_male_mature
ANN00029-RA	69.5183838962364	18.7077695401036	58.6662145988666	24.271324277883	18.2054804883424	26.9159846078137	29.4248492006763	43.5667084965792
ANN00030-RA	161.70404460754	214.516718286728	333.555381427551	162.130738106844	220.021315606803	77.685216676382	1297.56916298564	1412.19511572146
ANN00031-RA	1.19786365714454	0	0	1.80134915472462	1.32310200124134	5.21241612062207	0	670.634504707431
ANN00032-RA	0	1.33905249362434	26.4954283924569	0.62545258465032	9.66153198954105	1.17514476344288	14.6588931955255	0
ANN00033-RA	2.23662542488089	53.2890062081493	276.492656809352	9.06429932108207	23.3086433216013	1.66454804478573	14.7750766608915	0
ANN00034-RA	0	0.452332269233925	129.3609772388	1.55417055078644	46.6477474370755	0.505982338887387	0.440608279012339	3.39983954862464
ANN00035-RA	0	0	2.22809371112342	0	0.194716999912219	0	0	0
ANN00036-RA	0	0	0	0	0	0	2.21552863320814	0
ANN00037-RA	313.434716727121	654.473254367379	930.987283179828	324.24580460982	380.387561008011	201.080403305572	1564.31166596415	347.394911659995
ANN00038-RA	51.9832166363172	0	0	0	0	0	0	218.531280598546
ANN00039-RA	0.623503096338278	1.76875792385082	0.449881123197758	0	0	0	0	0
ANN00040-RA	109.118974806181	119.243081821351	1280.1567830249	112.46986235661	116.043531725924	124.242003154531	99.0512312672632	212.389275357108
ANN00041-RA	77.5609498165149	76.1722954961127	143.864448849986	103.631218530957	79.0619870728778	167.639593213964	162.073957488361	66.9166375950622
ANN00042-RA	0	14.4979324840989	3.22350979897872	12.026374754259	7.05914944224972	8.16227186341334	10.7342989892455	9.97553044904543
ANN00043-RA	6.38444096374535	0	0	0	0	0	0	0
ANN00044-RA	11.8697600191818	16.7969688132501	8.49022164249878	1.70864606897109	1.85297419460403	0	46.4322546793746	0
ANN00045-RA	0	0	0	0	0	0	0	0
ANN00046-RA	63.051437158666	5.96778515286336	26.5412167420829	26.4075879042354	41.7332375636802	26.3338985116847	285.392819054511	47.7609015384544
ANN00047-RA	262.411512754503	20.9358541114822	140.30575425628	173.048480037612	272.960419976615	150.658985214875	1081.54873507533	565.29651145196
ANN00048-RA	1898.27810538393	844.143602995145	300.839175531305	2488.80241080116	1965.45082066885	4005.56779442885	515.053763668978	27.1975316064965
ANN00049-RA	16.9198496032993	0.886063097713897	9.39129023792532	3.0293049232285	1.69713292825893	0.318659305917141	1.76533206135367	3.399202856316
ANN00050-RA	0.309701169414824	0	0	0	0	0	0	0
ANN00051-RA	0	0	0	0	0	0	0	0
ANN00052-RA	3.67444624265937	26.745853759348	28.1957415677837	45.6201652140755	7.6032559521074	44.4860550417309	21.2477798079727	0
ANN00053-RA	762.542366654413	69.1770298830298	5.49669347388418	34.3781530875797	39.4654268269314	33.7771875379144	171.91664402176	13.3591741982
ANN00054-RA	0.715188835295103	20.4300643913831	20826.2960425216	4.54092303164775	3823.72454002203	2.51026227033749	0.412645732381072	6.6543782977055
ANN00055-RA	3.5976096232516	17.8338580172318	1.80261187420775	4.98564222466038	0.653151042899179	1.58450846407616	0	0
ANN00056-RA	52.1243964810002	659.071932155596	629.016591382816	92.7142887920446	256.057453048789	21.7506491648799	81.7034545170793	68.427365759321
ANN00057-RA	0.622262446523814	0.587608672439082	0.907865010140664	0	0	0.660669560925308	1.67393658325814	0
ANN00058-RA	0	0	0	0	0	0.651606577045617	0	0
ANN00059-RA	0.615126423230781	8.24707032908476	170.929352187638	3.80978116194631	74.3693646408212	0	0	0
ANN00060-RA	0	0	0	0	0	0	0	0
ANN00061-RA	3.5794712830587	34.1112878616775	464.451394062353	7.40629757440239	66.2287844909418	13.3243842726638	53.6974233411054	43.6479381423652
ANN00062-RA	603.099515656002	120.421969944865	155.819057570613	466.6686235709	447.649295634994	102.117453452358	236.35213973582	0
ANN00063-RA	0	0	0	0	1.31622518092266	0.249055269089398	0	0
ANN00064-RA	122.406749377824	741.685300647615	0	93.2115002287096	76.342923536516	194.542961674401	416.691161701486	126.903426026213
ANN00065-RA	0	0	0	0	0	0	0	0
ANN00066-RA	0.524158826598588	0	0	8.15764323360867	6.66609534300604	0.505230720340398	0	0
ANN00067-RA	30.6072265546612	0	0	0	0	0	0.4161564135632	0
ANN00068-RA	0.215767049015359	4.60098917201542	8.0906173744769	1.82632144556295	3.62107715852055	0	0.851003164035623	0
ANN00069-RA	0	0	0	0	0	0	0	0
ANN00070-RA	0.309701169414824	0	0	0	0.812255310275268	0	0	0
ANN00071-RA	0	0	0	0.131002594174101	0	0	0	0
ANN00072-RA	0.523881128718509	0	0.4557611518903	0.794238590046371	1.0311626765358	0	0.442827516449177	0
ANN00073-RA	1.8913361914332	1.53100315127226	3.74061457847324	1.93530536971293	1.62207274575915	0.569169399743353	3.64852663954428	11689.4201206036
ANN00074-RA	0	0	0	0	0	0	0	0
ANN00075-RA	8.99747985854461	0	0	13.449859019073	5.31374547452532	4.86629514834854	5.66634725021533	0
ANN00076-RA	68.8643717392757	0	0	0	0	0	0	0
ANN00077-RA	0	0	0	0	0	0	0	0
ANN00078-RA	40.3531053809551	216.508153671637	379.922338342243	58.12360843553	116.583042847399	9.68686770935928	6.39949891846958	34.1170577031277
ANN00079-RA	154.438307806791	85.6674028122835	46.9774881770766	196.433396283658	153.491421555472	155.453548361688	65.0705911323571	4181.23449303785
ANN00080-RA	5.00573009223872	5.72946258794358	12.2969062145032	8.86215332197906	12.3320073078778	1.40360186974831	3.91485851978375	35.2958154637815
